cre88_RECID,cre88_TAXITEMGROUP,cre88_TAXGROUP,cre88_CONFIRMEDTAXWRITECODE,cre88_CURRENCYCODE,cre88_ITEMREFTYPE,cre88_NAME,cre88_TRANSACTIONCODE,cre88_VENDACCOUNT,cre88_DATAAREAID,cre88_ORDERACCOUNT,cre88_DELIVERYNAME,cre88_PAYMENT,cre88_PAYMMODE,cre88_PRICEGROUPID,cre88_PURCHASETYPE,cre88_PURCHNAME,cre88_PURCHSTATUS,cre88_VATNUM,cre88_VENDGROUP,cre88_COUNTRYREGIONID,cre88_ZIPCODE,cre88_STREET,cre88_CITY,cre88_STATE,cre88_COUNTY,cre88_PRODUCTTYPE,cre88_ITEMGROUPID
11306,Goods,P-EU-II,PDV,EUR,1,Hempalin Enamel GREY,11,93022,hr89,93022,M/V ROSALIA,CM+25,Clearing,,3,HEMPEL (PORTUGAL) S.A. - II,3,PT500133336,INTERNAL,PRT,2900-001,CM: 66512019001096 TMS 1 - Tersado,Setúbal,,,1,FG
11307,Goods,P-NL,,EUR,1,Hempalin Enamel,11,93020,fr12,93020,Master of LACANAUX,CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,2060,IMO N°9377066 BRABO STEVEDORING  & TRADING CY N.V. Alain Pepermans BREDASTRAAT 135 Tel 0032 3 233 28 99 warehouse@stcbrabo.be,Antwerpen,,,1,FG
11308,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11309,Goods,P-EU-RC,,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11310,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11311,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11312,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,1,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11313,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11314,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11315,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11316,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11317,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11318,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11319,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,1,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11320,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,1,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11321,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,1,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11322,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11323,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11324,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11325,Goods,4,,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11326,Goods,4,,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11327,Goods,4,,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11328,Goods,4,,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11329,Goods,4,,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11330,Goods,4,,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,1,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11331,Goods,4,ALV,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11332,Goods,4,ALV,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11333,Goods,4,ALV,EUR,0,Hempalin Enamel,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
11334,Goods,7,ALV,EUR,1,Hempalin Enamel,11,93004,fi11,93004,M/V Exporter,CM+25,Clearing,Area 3,3,HEMPEL PAINTS POLAND SP. Z O.O. - II,3,PL7010150377,INTERNAL,DEU,23569,"IMO: 8820860 Flag: Finland   Lehmannkai 2, Lubeck.  c/o  Hans Lehmann KG Seelandstr. 15, Lehmannkai 2 Platz 3, warehouse BaFor tel. +49451390010  info@hans-lehmann.de",Lübeck,,,1,FG
11335,Goods,P-EU-RC,,EUR,0,Hempalin Enamel,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11336,Goods,NL21,ALV,EUR,1,Hempalin Enamel,11,93020,fi11,93020,"M/V Norstream, IMO: 9186194",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P & O Ferries  Leopold II Dam 13 - kaai 113 phone: +32 50 542238,Zeebrugge,,,1,FG
11337,Goods,NL21,ALV,EUR,1,Hempalin Enamel,11,93020,fi11,93020,"M/V Norstream, IMO: 9186194",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P & O Ferries  Leopold II Dam 13 - kaai 113 phone: +32 50 542238,Zeebrugge,,,1,FG
11338,Goods,P-EU-RC,TVA,EUR,0,Hempalin Enamel,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
11339,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93086,nl20,93086,HAPPY  DELTA,CM+25,Clearing,Area 1,3,HEMPEL (CHINA) LTD - II,3,No VAT Number,INTERNAL,CHN,,CHINA,,,,1,FG
11340,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93086,nl20,93086,DYNAMOGRACHT,CM+25,Clearing,Area 1,3,HEMPEL (CHINA) LTD - II,3,No VAT Number,INTERNAL,CHN,,Nanjing,,,,1,FG
11341,Goods,P-NEU-0,BTW,EUR,1,Hempalin Enamel,Verkoop,93032,nl20,93032,m/v Utrecht,CM+25,Clearing,Area 3,3,HEMPEL COATINGS SAN. VE TIC Ltd. Sti. - II,3,No VAT Number,INTERNAL,TUR,,"Akkuyu , NPP Liman   Agent MR De Bie  or Mr Gebuijs. Phone +90 531 581 22 54",,,,1,FG
11342,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93086,nl20,93086,MAASGRACHT (SPLIETHOFF) IMO 9571492,CM+25,Clearing,Area 1,3,HEMPEL (CHINA) LTD - II,3,No VAT Number,INTERNAL,CHN,,Dalian,,,,1,FG
11343,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93055,nl20,93055,EUROPE,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,3,No VAT Number,INTERNAL,SGP,,SINGAPORE,,,,1,FG
11344,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93046,nl20,93046,HAPPY DELTA (SPLIETHOFF) IMO 9551935,CM+25,Clearing,Area 7,3,HEMPEL TINTAS DO (BRASIL) LTDA - II,1,No VAT Number,INTERNAL,NLD,1042 AA,Radarweg 36,Amsterdam,,,1,FG
11345,Goods,P-NEU-0,BTW,EUR,1,Hempalin Enamel,Verkoop,93032,nl20,93032,m/v Utrecht,CM+25,Clearing,Area 3,3,HEMPEL COATINGS SAN. VE TIC Ltd. Sti. - II,3,,INTERNAL,TUR,,Akkuyu,,,,1,FG
11346,Goods,P-EU-RC,,EUR,0,Hempalin Enamel,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,1,PL7010150377,INTERNAL,TUR,,"Akkuyu , delivery week 19 Agent MR De Bie  or Mr Gebuijs. Phone +90 531 581 22 54",,,,1,FG
11347,Goods,P-NL,,EUR,1,Hempalin Enamel,11,93020,fi11,93020,"M/V Estraden, IMO: 9181077",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,1,NL001839561B01,INTERNAL,BEL,8380,c/o P&O North Sea Ferries Leopold II Dam 13 - Berth 207 tel +32 50 54 22 66,Zeebrugge,,,1,FG
11348,Goods,NL21,ALV,EUR,1,Hempalin Enamel,11,93020,fi11,93020,"M/V Estraden, IMO: 9181077",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P&O North Sea Ferries Leopold II Dam 13 - Berth 207 tel +32 50 54 22 66,Zeebrugge,,,1,FG
11349,Goods,NL21,ALV,EUR,1,Hempalin Enamel,11,93020,fi11,93020,"M/V Estraden, IMO: 9181077",CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,8380,c/o P&O North Sea Ferries Leopold II Dam 13 - Berth 207 tel +32 50 54 22 66,Zeebrugge,,,1,FG
11350,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93011,nl20,93011,m/v GENCA IMO 9307372,CM+25,Clearing,Area 3,3,OY HEMPEL (FINLAND) AB - II,3,FI01088542,INTERNAL,FIN,10900,c/o Hangö Stevedoring Länsisatama tel. 040 6617974/040 6617932 *TOIM. TI 22.5.*,Hanko,,,1,FG
11351,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93056,nl20,93056,Coral Alica,CM+25,Clearing,Area 2,3,HEMPEL KOREA CO. LTD - II,1,No VAT Number,INTERNAL,KOR,46721,Marinetrans Korea At Busan,,,,1,FG
11352,Goods,P-II,,USD,1,Hempalin Enamel,11,93086,fr12,93086,CC LOUIS BLERIOT,CM+25,Clearing,Area 1,3,HEMPEL (CHINA) LTD - II,1,,INTERNAL,CHN,,Yiu Lian Zhoushan Date 1st August ,zhoushan,,,1,FG
11353,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93004,nl20,93004,CORAL FUNGIA (ANT VEDER) IMO 9378292,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,,"Flag ; Liberia [LR]  Stocznia Remotowa, Na Ostrowiu 1, Gdansk  Mar Yard Ltd Na Ostrowiu 1, 80-958 Gdansk Michal Klopotowski +48 603 409 281",Gdansk,,,1,FG
11354,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93004,nl20,93004,m/v CORAL FAVIA,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,,IMO : 9378280 Flag ; Netherlands [NL]   Stocznia Remontowa Gdansk  c/o Michal Klopotowski Mar-Yard Ltd. Na Ostrowiu 1 80-958 Gdansk POLAND,,,,1,FG
11355,Goods,P-II,,EUR,1,Hempalin Enamel,11,93052,fr12,93052,BOURBON SURFER 325,CM+25,Transfer,,3,HEMPEL PAINTS (SOUTH AFRICA) LTD. - II,1,No VAT Number,INTERNAL,AGO,,LUANDA,,,,1,FG
11356,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93042,nl20,93042,OURO DO BRASIL (EXMAR) IMO 9018646,CM+25,Clearing,Area 6,3,HEMPEL (USA) Inc. - II,3,No VAT Number,INTERNAL,USA,34221,"@ PORT MANATTE # 8 304 NATIONAL ST PALMETTO, FLORIDA 34221 Agent: 727-871-7867 Trans Atlantic",Palmetto,,,1,FG
11357,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93042,nl20,93042,MV HOUSTON PEARL,CM+25,Clearing,Area 6,3,HEMPEL (USA) Inc. - II,1,No VAT Number,INTERNAL,USA,78408,"C/O BIEHL & CO.  Trace Holland, Operations Tel: 361-882-4949 ",Corpus Christi,,,1,FG
11358,Goods,P-NEU-IM,,EUR,0,Hempalin Enamel,11,91032,hr89,91032,HEMPEL UMAG,CM+25,Clearing,,3,HEMPEL COATINGS SAN. VE TIC Ltd. Sti. - EX - GATE,3,,INTERNAL,HRV,52470,NOVIGRADSKA 32,Umag,,,1,FG
11359,Goods,P-II,,EUR,1,Hempalin Enamel,11,93052,fr12,93052,BOURBON LIBERTY 243,CM+25,Transfer,,3,HEMPEL PAINTS (SOUTH AFRICA) LTD. - II,3,No VAT Number,INTERNAL,NGA,,,ONNE PORT,,,1,FG
11360,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93053,nl20,93053,Abroad order for Jan De Nul,CM+25,Clearing,Area 2,3,P.T. HEMPEL INDONESIA - II,3,,INTERNAL,IDN,,,BATAM,,,1,FG
11361,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93046,nl20,93046,M/V KAISHUU,CM+25,Clearing,Area 7,3,HEMPEL TINTAS DO (BRASIL) LTDA - II,1,,INTERNAL,BRA,,,Rio de Janeiro,,,1,FG
11362,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel RAL 9016,Verkoop,93055,nl20,93055,JOSEPH PLATEAU,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,3,No VAT Number,INTERNAL,SGP,,,Singapore,,,1,FG
11363,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93022,nl20,93022,NORDANVIK (SMT) IMO 9037161,CM+25,Clearing,Area 3,3,HEMPEL (PORTUGAL) S.A. - II,3,PT500133336,INTERNAL,PRT,2900-002,CM: 66512019000980 CAÍS DA SECIL - OESTE,Setúbal,,,1,FG
11364,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel 6.066.339 HS 3208109090,Verkoop,93055,nl20,93055,M/V GATEWAY,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,2,No VAT Number,INTERNAL,SGP,,Port Singapore,,,,1,FG
11365,Goods,P-EU-RC,,EUR,1,Hempalin Enamel,Verkoop,93022,nl20,93022,M/V ROYAL CLIPPER,CM+25,Clearing,Area 3,3,HEMPEL (PORTUGAL) S.A. - II,1,PT500133336,INTERNAL,PRT,1200-002,CM:  Term. Passageiros Sta. Apolónia,Lisboa,,,1,FG
11366,Goods,P-EU-RC,,EUR,0,Hempalin Enamel,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11367,Goods,P-EU-RC,BTW,EUR,0,Hempalin Enamel,Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11368,Goods,P-II,,EUR,1,Hempalin Enamel,11,93052,fr12,93052,BOURBON SURFER 325,CM+25,Transfer,,3,HEMPEL PAINTS (SOUTH AFRICA) LTD. - II,1,No VAT Number,INTERNAL,AGO,,LUANDA,,,,1,FG
11369,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93084,nl20,93084,M/V.ROLLDOCK SEA,CM+25,Clearing,Area 4,3,HEMPEL PAINTS (EMIRATES) L.L.C. - II,3,No VAT Number,INTERNAL,ARE,,BERTH NO.21 HAMRIYAH PORT,SHARJAH,,,1,FG
11370,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93015,nl20,93015,VOS PATRIOT,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,AB24 5AP,C/O CLARKSONS PORT SERVICES 303 KING STREET ABERDEEN,ABERDEEN,,,1,FG
11371,Goods,P-NEU-0,,USD,1,Hempalin Enamel RAL 9005,Verkoop,93055,nl20,93055,M/V JOSEPH PLATEAU,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,1,No VAT Number,INTERNAL,SGP,,Singapore,,,,1,FG
11372,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93001,nl20,93001,Vessel VOS STONE,CM+25,Clearing,Area 3,3,HEMPEL A/S - II,3,DK59946013,INTERNAL,DNK,6700,SDK Shipping A/S c/o Jutlandia Terminal A/S Amerikavej 1 ,Esbjerg,,,1,FG
11373,Goods,P-NEU-0,BTW,EUR,1,Hempalin Enamel,Verkoop,93052,nl20,93052,M/V VOS Partner,CM+25,Transfer,,3,HEMPEL PAINTS (SOUTH AFRICA) LTD. - II,3,,INTERNAL,GHA,,"MV VOS Partner - C/O Mesg Ghana Ltd Room 4, Cargo D'or Building K.I.A., Accra, Ghana  Accra GHA Phone: +233(0)509489733 Email: internal.gh@mesgh.com",,,,1,FG
11374,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93015,nl20,93015,RAZENDE BOL (VAN OORD) IMO,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,AB11 5SS,C/O SALT ISLAND ATLANTIC WHARF/MATTHEWS QUAY CROSS BERTH ABERDEEN HARBOUR,ABERDEEN,,,1,FG
11375,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93015,nl20,93015,m/v VOS Start,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,L3 1DL,THE CRUISE TERMINAL LIVER BUILDING PIER HEAD,Liverpool,,,1,FG
11376,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel RAL 9005,Verkoop,91023,nl20,91023,M/V JOSEPH PLATEAU,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,4,ESA08183881,INTERNAL,KOR,,Mokpo Newoport,,,,1,FG
11377,Goods,P-NEU-0,BTW,USD,1,Hempalin Enamel,Verkoop,93082,nl20,93082,m/v Coastal Voyager,CM+25,Clearing,,3,HEMPEL PAINTS (QATAR) W.L.L. - II,3,,INTERNAL,QAT,,Already in port Masaieed Agent :arun.kumar@vanoord.com Phone +974 50966222,,,,1,FG
11378,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel,Verkoop,93023,nl20,93023,M/V *EUROGRACHT* (SPLIETHOFF) IMO 9086253,CM+25,Clearing,,3,PINTURAS HEMPEL S.A. - II,3,ESA08183881,INTERNAL,ESP,20110,20110 PASAJES BUQUE: *EUROGRACHT* MUELLE.... A CONFIRMAR CONTACTO AGENTE. ARTAZA - 943 351 645,Pasaia,,,1,FG
11379,Goods,P-EU-RC,BTW,EUR,1,Hempalin Enamel Black (RAL 9005),Verkoop,93024,nl20,93024,M/V SLOTERGRACHT,CM+25,Clearing,Area 3,3,HEMPEL (SWEDEN) AB - II,3,SE556038458701,INTERNAL,SWE,931 61,"c/o SDK Shipping AB,  c/o Guldstadens Frakt,  Tjärnvägen 28  ",Skellefteå,,,1,FG
11380,Goods,P-EU-II,PDV,EUR,1,Hempalin Enamel Black (RAL 9005) BLACK,11,93022,hr89,93022,M/V ROSALIA,CM+25,Clearing,,3,HEMPEL (PORTUGAL) S.A. - II,3,PT500133336,INTERNAL,PRT,2900-001,CM: 66512019001096 TMS 1 - Tersado,Setúbal,,,1,FG
11381,Goods,VAT-FOR-23,TVA,EUR,1,Hempalin Enamel Black (RAL 9005),11,93004,fr12,93004,OFW,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010050377,INTERNAL,POL,80-958, M/V ÔDEEP One  C/O  Mar-Yard Ltd.  Ul. Na Ostrowiu 1 Phn: +48 58 307 1667 Fax: +48 58 307 1669 e-mail: Mar-Yard@Mar-Yard.com.pl Contact : Robert Puchala +48 601 061 242,Gdańsk,,,1,FG
11382,Goods,P-EU-RC,BTW,EUR,0,Black (RAL 9005),Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11383,Goods,P-EU-RC,BTW,EUR,0,Black (RAL 9005),Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
11384,Goods,P-EU-RC,BTW,EUR,0,Black (RAL 9005),Verkoop,91023,nl20,91023,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
